explained_variance,fps,nupdates,policy_entropy,policy_loss,total_timesteps,value_loss
0.0,141,1,1.7891219854354858,0.3321100175380707,160,0.0486602708697319
0.0,238,2,1.7891719341278076,1.0304821729660034,320,0.5791264772415161
0.0,308,3,1.7890968322753906,0.8537104725837708,480,0.4655079245567322
-1.8835067749023438e-05,343,4,1.788915991783142,0.8399431705474854,640,0.5003606081008911
0.0,357,5,1.788813591003418,0.7544957995414734,800,0.4069767892360687
0.0,377,6,1.7886526584625244,0.3171526789665222,960,0.16754664480686188
1.1920928955078125e-07,391,7,1.7885128259658813,0.25918543338775635,1120,0.13287150859832764
0.0,410,8,1.7884445190429688,0.03041655197739601,1280,0.04426717013120651
0.0,416,9,1.7882009744644165,-0.023013878613710403,1440,0.080691859126091
-1.0013580322265625e-05,425,10,1.7879323959350586,0.20668289065361023,1600,0.2756773829460144
1.1920928955078125e-07,435,11,1.7876468896865845,0.023232080042362213,1760,0.4772484302520752
0.0,448,12,1.7874414920806885,-0.5582382082939148,1920,0.4382621645927429
1.1920928955078125e-07,460,13,1.7874581813812256,0.15971730649471283,2080,0.9093888401985168
0.0,471,14,1.7875257730484009,-0.1413956880569458,2240,0.08459833264350891
1.7881393432617188e-07,481,15,1.7875754833221436,0.09491655975580215,2400,0.18025600910186768
2.5331974029541016e-05,489,16,1.7876052856445312,-0.7637935876846313,2560,0.5037649869918823
1.1920928955078125e-07,497,17,1.7876449823379517,-0.302278995513916,2720,0.03243134170770645
1.1920928955078125e-07,505,18,1.787681221961975,0.007019726559519768,2880,0.5164176225662231
0.0,512,19,1.7877466678619385,0.17108020186424255,3040,0.17751151323318481
-2.384185791015625e-06,518,20,1.7878057956695557,0.03372225910425186,3200,0.5099409818649292
-1.1920928955078125e-07,524,21,1.787846326828003,-0.04680761694908142,3360,0.11022833734750748
-1.1920928955078125e-07,529,22,1.7878780364990234,-0.15534608066082,3520,0.07169134169816971
7.748603820800781e-07,534,23,1.7879120111465454,-0.03082633763551712,3680,0.1098107099533081
-3.337860107421875e-06,538,24,1.7879337072372437,-0.2780907154083252,3840,0.18460670113563538
0.0,543,25,1.787966012954712,-0.08876883238554001,4000,0.2795006036758423
-1.1920928955078125e-07,547,26,1.7879997491836548,-0.08640974760055542,4160,0.09977585077285767
-1.1920928955078125e-07,551,27,1.7880182266235352,-0.02777264639735222,4320,0.11428940296173096
1.1920928955078125e-07,555,28,1.7880321741104126,-0.16929849982261658,4480,0.0632617250084877
-1.1920928955078125e-07,559,29,1.78803288936615,-0.2847510576248169,4640,0.027903664857149124
0.0,562,30,1.7880220413208008,0.23482488095760345,4800,0.18666872382164001
