approxkl,clipfrac,eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,serial_timesteps,time_elapsed,total_timesteps,value_loss
0.008041933,0.23242188,nan,nan,-2.3340680599212646,568,1,1.0144465,-0.025203561,128,1.799703598022461,1024,0.21606056
0.006995555,0.17895508,nan,nan,-1.198889970779419,985,2,0.96704715,-0.022335397,256,2.8391530513763428,2048,0.22073035
0.0062588537,0.20239258,nan,nan,-0.8804458379745483,961,3,1.0812157,-0.021907603,384,3.904608726501465,3072,0.15119708
0.0049635926,0.18530273,494.0,90.0,-0.7039735317230225,949,4,1.111617,-0.02133584,512,4.983133316040039,4096,0.14629866
0.006579768,0.19482422,494.0,90.0,-0.40117406845092773,965,5,1.0133462,-0.023345977,640,6.0442633628845215,5120,0.12214956
0.007877375,0.2043457,553.0,96.66666666666667,-0.2116783857345581,977,6,0.9439126,-0.023576949,768,7.092592716217041,6144,0.11552638
0.0073496667,0.18359375,553.0,96.66666666666667,-0.815528154373169,943,7,0.86415684,-0.022648145,896,8.178164005279541,7168,0.10701845
0.006047117,0.16455078,553.0,96.66666666666667,-0.4877767562866211,930,8,0.8931927,-0.020878986,1024,9.279908418655396,8192,0.17626946
0.007230905,0.20239258,697.0,102.5,-0.48292529582977295,956,9,0.9378059,-0.023693718,1152,10.350785732269287,9216,0.05664368
0.008239918,0.21069336,750.8333333333334,98.33333333333333,-0.4840623140335083,950,10,1.0291094,-0.022078296,1280,11.428822755813599,10240,0.09039188
0.005906404,0.19335938,903.2222222222222,139.44444444444446,-0.2214568853378296,943,11,1.0010246,-0.024195436,1408,12.515416145324707,11264,0.1003684
0.0062900665,0.19750977,903.2222222222222,139.44444444444446,-0.1007378101348877,985,12,1.0451771,-0.025869338,1536,13.55519437789917,12288,0.07822517
0.0058323764,0.19799805,903.2222222222222,139.44444444444446,-0.20112836360931396,982,13,1.0802271,-0.021743424,1664,14.598498582839966,13312,0.036212705
0.0070128343,0.19580078,988.8,150.5,0.024359464645385742,937,14,1.0547297,-0.019251678,1792,15.691285610198975,14336,0.035500962
0.0065357555,0.19726562,967.2727272727273,145.0,-0.22667920589447021,975,15,1.16248,-0.026039546,1920,16.74204659461975,15360,0.05389488
0.0072345957,0.19677734,967.2727272727273,145.0,0.08069401979446411,994,16,1.052844,-0.02385142,2048,17.77195405960083,16384,0.066306986
0.0061140656,0.18261719,967.2727272727273,145.0,0.17876100540161133,987,17,1.1205888,-0.019711886,2176,18.809375047683716,17408,0.038548183
0.005638441,0.19189453,960.6666666666666,144.58333333333334,0.2735714316368103,999,18,1.138382,-0.02230253,2304,19.83443856239319,18432,0.029519914
0.008935652,0.20263672,960.6666666666666,144.58333333333334,0.01901721954345703,988,19,1.1414183,-0.02101903,2432,20.871461868286133,19456,0.029560793
0.006431902,0.19970703,960.6666666666666,144.58333333333334,0.1900416612625122,975,20,1.1809975,-0.024775034,2560,21.92170548439026,20480,0.054728232
0.008998098,0.19580078,986.0,152.69230769230768,-0.06319212913513184,964,21,1.132737,-0.02425993,2688,22.984572649002075,21504,0.04732729
0.007768928,0.2175293,1077.142857142857,183.21428571428572,0.14819800853729248,963,22,1.0754716,-0.02098121,2816,24.048453092575073,22528,0.056923795
0.0075445226,0.1875,1102.2666666666667,177.66666666666666,0.14070284366607666,933,23,1.0544579,-0.02434262,2944,25.146409034729004,23552,0.064104214
0.006072707,0.21533203,1154.3125,182.1875,0.007612705230712891,934,24,1.187019,-0.02521242,3072,26.243061304092407,24576,0.070886075
0.005113302,0.17626953,1165.4117647058824,182.64705882352942,0.13877344131469727,915,25,1.0528969,-0.023116883,3200,27.362783193588257,25600,0.09916984
0.0066606263,0.19091797,1165.4117647058824,182.64705882352942,0.25952571630477905,963,26,1.0556654,-0.025999852,3328,28.42608952522278,26624,0.07252768
0.010054574,0.20898438,1165.4117647058824,182.64705882352942,0.2093057632446289,919,27,1.0455285,-0.024284353,3456,29.540489435195923,27648,0.069060825
0.006529924,0.19189453,1190.888888888889,191.38888888888889,0.25840866565704346,924,28,1.0754292,-0.021350542,3584,30.648579597473145,28672,0.057989247
0.0049275537,0.17602539,1190.888888888889,191.38888888888889,0.2517467737197876,1001,29,1.0598414,-0.021778177,3712,31.67148733139038,29696,0.064577505
0.011385862,0.2211914,1200.65,199.5,0.4198833107948303,956,30,1.0662292,-0.021986889,3840,32.74347114562988,30720,0.044217747
0.008758045,0.21850586,1200.65,199.5,0.36811190843582153,931,31,1.077023,-0.023850964,3968,33.8437442779541,31744,0.07070388
0.0060082804,0.18554688,1203.4782608695652,199.56521739130434,0.4205949306488037,960,32,1.0656979,-0.023415186,4096,34.91044855117798,32768,0.07080182
0.006243999,0.2084961,1203.4782608695652,199.56521739130434,0.37243175506591797,985,33,1.0581009,-0.024943046,4224,35.949745178222656,33792,0.069710486
0.0061869957,0.18359375,1203.4782608695652,199.56521739130434,0.24335986375808716,977,34,1.1384163,-0.020068014,4352,36.998448610305786,34816,0.044420436
0.0062870886,0.2019043,1188.6666666666667,194.58333333333334,0.24856817722320557,985,35,1.108396,-0.020452794,4480,38.03853940963745,35840,0.07059143
0.0061764577,0.2055664,1188.6666666666667,194.58333333333334,0.2451189160346985,945,36,1.0958173,-0.025155552,4608,39.122565269470215,36864,0.07708613
0.0062813987,0.2055664,1178.24,195.6,0.19784504175186157,920,37,1.090122,-0.022188174,4736,40.23625731468201,37888,0.06746536
0.006876231,0.21142578,1255.3333333333333,225.92592592592592,0.4536413550376892,971,38,1.1115971,-0.02352793,4864,41.29112386703491,38912,0.04324449
0.007031053,0.22387695,1249.9285714285713,224.64285714285714,0.272544264793396,916,39,1.1774203,-0.027113698,4992,42.40860867500305,39936,0.04804325
0.007153215,0.21704102,1249.9285714285713,224.64285714285714,0.2578362822532654,964,40,1.1040848,-0.024645,5120,43.47133660316467,40960,0.061780043
0.0082741175,0.21777344,1274.5333333333333,219.66666666666666,0.2990497350692749,971,41,1.1876891,-0.024708023,5248,44.52631068229675,41984,0.04723633
0.0057743615,0.19604492,1274.5333333333333,219.66666666666666,0.27846813201904297,982,42,1.1671233,-0.02326228,5376,45.569448709487915,43008,0.0767955
