approxkl,clipfrac,eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,serial_timesteps,time_elapsed,total_timesteps,value_loss
0.005041142,0.20703125,nan,nan,-0.9577524662017822,114,1,1.2320412,-0.022072615,128,8.939578294754028,1024,0.07466939
0.0056943735,0.15844727,nan,nan,-0.8157695531845093,888,2,1.3209357,-0.015202668,256,10.093334436416626,2048,0.07603539
0.0031268974,0.14404297,395.0,30.0,-0.6807940006256104,884,3,1.3066566,-0.013310172,384,11.25153374671936,3072,0.07351792
0.0031423317,0.14746094,395.0,30.0,-0.33133411407470703,915,4,1.3195726,-0.021868419,512,12.370715141296387,4096,0.039479382
0.006349629,0.17700195,395.0,30.0,-0.14380669593811035,926,5,1.2828733,-0.020600397,640,13.476355791091919,5120,0.039944317
0.0049321596,0.22802734,572.5,40.0,0.07506930828094482,901,6,1.2720237,-0.017016986,768,14.612771272659302,6144,0.04040511
0.0036716014,0.17407227,677.6666666666666,73.33333333333333,0.17659986019134521,922,7,1.2033801,-0.017562158,896,15.72298550605774,7168,0.02261071
0.0037939935,0.17114258,677.6666666666666,73.33333333333333,0.3833962082862854,951,8,1.2248721,-0.017969899,1024,16.79895043373108,8192,0.022217777
0.0042529646,0.19580078,855.2,88.0,0.16046524047851562,863,9,1.2396882,-0.019919818,1152,17.985907316207886,9216,0.03673156
0.0040582875,0.18457031,855.2,88.0,0.4066092371940613,744,10,1.253062,-0.02078177,1280,19.3612961769104,10240,0.028426327
0.0042427136,0.17602539,855.2,88.0,0.2465500831604004,868,11,1.2603246,-0.022368629,1408,20.541300058364868,11264,0.025845515
0.0038961328,0.15161133,855.2,88.0,0.518746942281723,908,12,1.2206322,-0.021305345,1536,21.669505834579468,12288,0.025526611
0.004368585,0.21459961,855.2,88.0,0.4534371495246887,888,13,1.2084452,-0.015833933,1664,22.822829961776733,13312,0.03303469
0.0047921087,0.22143555,855.2,88.0,0.5121151506900787,906,14,1.2234571,-0.016366571,1792,23.95332169532776,14336,0.026295258
0.0045131035,0.2097168,855.2,88.0,0.6633796989917755,911,15,1.2393873,-0.017883977,1920,25.077590227127075,15360,0.010034898
0.004800912,0.1809082,955.2857142857143,117.14285714285714,0.3420000672340393,893,16,1.2079748,-0.018768147,2048,26.225099086761475,16384,0.016874095
0.0037052422,0.16992188,955.2857142857143,117.14285714285714,0.3519939184188843,920,17,1.2188759,-0.018301522,2176,27.337955236434937,17408,0.02582588
0.005409899,0.23364258,955.2857142857143,117.14285714285714,0.6019427180290222,922,18,1.2110941,-0.020873167,2304,28.44810700416565,18432,0.02408464
0.004919111,0.18139648,1104.6666666666667,116.66666666666667,0.38412201404571533,833,19,1.182564,-0.02187705,2432,29.67713499069214,19456,0.049281456
0.0046252916,0.19067383,1104.6666666666667,116.66666666666667,0.23546481132507324,747,20,1.1689306,-0.023582622,2560,31.04778027534485,20480,0.060133737
0.0066567794,0.21191406,992.7272727272727,114.54545454545455,0.20570099353790283,834,21,1.0740606,-0.018885082,2688,32.27600693702698,21504,0.056382485
0.004769661,0.19189453,992.7272727272727,114.54545454545455,0.2301424741744995,817,22,1.0687224,-0.021238614,2816,33.528698444366455,22528,0.053746615
0.0060475743,0.17211914,992.7272727272727,114.54545454545455,0.295138955116272,865,23,1.0780163,-0.021283628,2944,34.71208643913269,23552,0.066542335
0.0053262105,0.21582031,992.7272727272727,114.54545454545455,0.32724350690841675,879,24,1.1375701,-0.021616153,3072,35.87767744064331,24576,0.048105795
0.0067388574,0.22192383,1174.1666666666667,119.58333333333333,0.35627317428588867,885,25,1.0578524,-0.019043054,3200,37.03417372703552,25600,0.049958017
0.00561977,0.1977539,1248.3076923076924,133.07692307692307,0.4072840213775635,904,26,1.1100311,-0.015985481,3328,38.16656255722046,26624,0.042442776
0.0050779255,0.20532227,1248.3076923076924,133.07692307692307,0.26283180713653564,909,27,1.0362442,-0.019005302,3456,39.29309296607971,27648,0.07873328
0.0054071397,0.22949219,1407.7142857142858,136.07142857142858,0.31115156412124634,900,28,1.0878714,-0.018680202,3584,40.43083310127258,28672,0.07396703
0.0045058387,0.18847656,1475.7058823529412,147.35294117647058,0.09278219938278198,882,29,1.0242839,-0.020628234,3712,41.592278718948364,29696,0.05938634
0.0057059852,0.19262695,1410.5555555555557,141.38888888888889,0.09207862615585327,880,30,1.0626549,-0.019973097,3840,42.75619554519653,30720,0.07086118
0.00471999,0.16186523,1438.0,149.47368421052633,0.1553955078125,900,31,1.0245055,-0.02110587,3968,43.89422655105591,31744,0.061164644
0.0050349445,0.17138672,1406.85,147.5,0.1669292449951172,902,32,0.9351493,-0.020470457,4096,45.029343366622925,32768,0.08447671
0.004939711,0.19067383,1406.85,147.5,0.1553429365158081,856,33,0.9563551,-0.021464549,4224,46.224961042404175,33792,0.08316997
0.0052440926,0.18554688,1418.7142857142858,147.61904761904762,0.2364579439163208,862,34,1.0051442,-0.021566413,4352,47.41197848320007,34816,0.089246795
0.0065759625,0.22583008,1434.1363636363637,155.6818181818182,0.05738586187362671,896,35,1.0222553,-0.021836523,4480,48.55544400215149,35840,0.07561908
0.0055745007,0.18139648,1411.8695652173913,156.52173913043478,0.24224722385406494,845,36,1.0418435,-0.02224318,4608,49.76738166809082,36864,0.09270132
0.004402773,0.17626953,1382.9166666666667,155.41666666666666,0.2893417477607727,907,37,1.1104032,-0.02165618,4736,50.89604187011719,37888,0.05000761
0.00522951,0.22143555,1342.56,150.8,0.2187020182609558,916,38,0.98921514,-0.018319527,4864,52.01420569419861,38912,0.047743022
0.006259528,0.20898438,1342.56,150.8,0.27653950452804565,912,39,0.9995849,-0.016536172,4992,53.13696789741516,39936,0.07854864
0.004238681,0.17358398,1324.5555555555557,156.4814814814815,0.4435434937477112,875,40,1.0999432,-0.02386184,5120,54.307875633239746,40960,0.08321221
0.005836102,0.20532227,1293.1785714285713,151.60714285714286,0.3400292992591858,897,41,1.0149521,-0.02304707,5248,55.449153900146484,41984,0.055983458
0.0071697193,0.21411133,1287.5,157.33333333333334,0.35136741399765015,874,42,1.092398,-0.025167901,5376,56.62020826339722,43008,0.07709908
0.0061262758,0.22021484,1287.5,157.33333333333334,0.3051171898841858,913,43,1.0837508,-0.02524023,5504,57.74173092842102,44032,0.067444645
0.004210639,0.1640625,1307.483870967742,165.80645161290323,0.2998431921005249,861,44,1.0629077,-0.020031765,5632,58.93127179145813,45056,0.066976294
0.0056934934,0.2097168,1284.03125,164.0625,0.46234095096588135,890,45,1.1156801,-0.02574542,5760,60.081255197525024,46080,0.077644624
0.0061923033,0.21972656,1284.03125,164.0625,0.24438738822937012,861,46,1.0791385,-0.021625187,5888,61.27092528343201,47104,0.09151156
0.0062579555,0.24072266,1284.03125,164.0625,0.38225889205932617,879,47,1.0601175,-0.021150406,6016,62.435638189315796,48128,0.06736655
0.007101558,0.2121582,1299.4411764705883,185.0,0.41081559658050537,886,48,1.0507296,-0.025666775,6144,63.59096646308899,49152,0.11484079
0.0053527057,0.19824219,1293.6285714285714,185.57142857142858,0.35508203506469727,876,49,1.1125044,-0.024487741,6272,64.76002049446106,50176,0.05520366
0.009888043,0.23242188,1306.4166666666667,191.11111111111111,0.45792192220687866,878,50,1.0680016,-0.019045414,6400,65.92748045921326,51200,0.067417406
0.00571677,0.20800781,1303.8918918918919,190.67567567567568,0.20642578601837158,892,51,0.9853552,-0.015287695,6528,67.07508850097656,52224,0.08404137
0.006879676,0.2055664,1282.578947368421,186.71052631578948,0.1983850598335266,881,52,1.1384983,-0.023222871,6656,68.23700881004333,53248,0.047048938
0.00602829,0.22265625,1259.871794871795,182.94871794871796,0.37656575441360474,873,53,1.0942268,-0.020121317,6784,69.41035795211792,54272,0.053148855
0.006891653,0.23364258,1266.225,186.125,0.26592200994491577,811,54,1.0905095,-0.021498797,6912,70.67261672019958,55296,0.07002427
0.0062398636,0.23779297,1266.225,186.125,0.2457435131072998,817,55,1.0782453,-0.017456165,7040,71.92590045928955,56320,0.074857436
0.006601639,0.21875,1262.1707317073171,186.21951219512195,0.49352020025253296,868,56,1.0709807,-0.024624977,7168,73.10468602180481,57344,0.04784004
